,creation_source,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,email_domain,prev exp,no. of visits,result,inv_user_status,cr_year,cr_mon,week_no,day
7256,SIGNUP_GOOGLE_AUTH,0,0,360,gmail.com,0,119,True,uninvited,2013,08,week4,Thursday
7257,ORG_INVITE,0,0,35,gmail.com,0,0,False,False,2013,05,week2,Tuesday
7258,ORG_INVITE,1,1,62,gmail.com,0,1,False,False,2014,03,week3,Sunday
7259,PERSONAL_PROJECTS,1,0,16,yahoo.com,1,1,False,uninvited,2012,12,week5,Saturday
7260,SIGNUP_GOOGLE_AUTH,0,1,167,gmail.com,0,3,False,uninvited,2014,04,week2,Saturday
7261,ORG_INVITE,0,0,51,hotmail.com,0,1,False,False,2014,02,week1,Thursday
7262,PERSONAL_PROJECTS,0,0,182,fqoyz.com,0,1,False,uninvited,2014,04,week2,Friday
7263,SIGNUP,0,1,7,zpcop.com,0,1,False,uninvited,2014,03,week3,Monday
7264,ORG_INVITE,0,0,42,yahoo.com,0,0,False,True,2013,03,week1,Sunday
7265,PERSONAL_PROJECTS,1,1,4,cuvox.de,0,1,False,uninvited,2012,08,week3,Thursday
7266,PERSONAL_PROJECTS,0,0,383,hotmail.com,0,0,False,uninvited,2013,06,week1,Friday
7267,PERSONAL_PROJECTS,0,0,187,gustr.com,0,1,False,uninvited,2013,02,week3,Thursday
7268,PERSONAL_PROJECTS,0,0,18,cuvox.de,0,0,False,uninvited,2012,07,week2,Monday
7269,GUEST_INVITE,0,0,3,yahoo.com,0,0,False,False,2013,05,week1,Friday
7270,PERSONAL_PROJECTS,1,0,311,yahoo.com,0,0,False,uninvited,2014,03,week1,Monday
7271,GUEST_INVITE,0,0,333,hotmail.com,0,1,False,False,2013,05,week1,Saturday
7272,ORG_INVITE,0,0,74,aotcc.com,0,1,False,False,2013,10,week2,Thursday
7273,ORG_INVITE,0,0,61,lqwms.com,0,1,False,True,2012,09,week1,Saturday
7274,PERSONAL_PROJECTS,0,0,241,hotmail.com,0,0,False,uninvited,2012,07,week1,Thursday
7275,ORG_INVITE,0,0,194,gmail.com,1,1,False,True,2014,04,week4,Monday
7276,ORG_INVITE,1,1,2,yahoo.com,0,1,False,False,2013,09,week2,Saturday
7277,ORG_INVITE,1,1,156,cuvox.de,0,1,False,False,2014,05,week2,Thursday
7278,SIGNUP_GOOGLE_AUTH,0,0,308,gmail.com,0,1,False,uninvited,2014,03,week3,Thursday
7279,ORG_INVITE,0,0,12,cuvox.de,0,0,False,False,2013,07,week1,Wednesday
7280,SIGNUP_GOOGLE_AUTH,1,1,31,gmail.com,0,1,False,uninvited,2013,10,week3,Friday
7281,SIGNUP,0,1,7,gustr.com,0,1,False,uninvited,2013,07,week1,Saturday
7282,SIGNUP_GOOGLE_AUTH,0,0,27,gmail.com,0,98,True,uninvited,2013,03,week4,Thursday
7283,SIGNUP,1,1,4,gmail.com,0,1,False,uninvited,2013,01,week4,Wednesday
7284,SIGNUP,1,0,340,gmail.com,0,2,False,uninvited,2013,05,week1,Wednesday
7285,ORG_INVITE,0,0,14,jourrapide.com,0,1,False,False,2012,06,week1,Saturday
7286,PERSONAL_PROJECTS,0,0,52,yahoo.com,0,1,False,uninvited,2013,04,week3,Saturday
7287,GUEST_INVITE,0,0,159,gmail.com,0,0,False,True,2014,01,week1,Tuesday
7288,SIGNUP,0,0,53,yahoo.com,0,1,False,uninvited,2013,06,week3,Sunday
7289,SIGNUP_GOOGLE_AUTH,0,0,0,gmail.com,0,1,False,uninvited,2012,07,week5,Tuesday
7290,GUEST_INVITE,0,0,396,jberw.com,0,1,False,False,2012,09,week2,Monday
7291,PERSONAL_PROJECTS,0,1,244,deltl.com,0,0,False,uninvited,2013,07,week3,Wednesday
7292,ORG_INVITE,0,0,116,jourrapide.com,0,1,False,False,2012,09,week4,Thursday
7293,ORG_INVITE,0,0,94,jourrapide.com,0,1,False,True,2013,11,week3,Thursday
7294,SIGNUP_GOOGLE_AUTH,0,0,1,gmail.com,0,1,False,uninvited,2014,01,week4,Thursday
7295,GUEST_INVITE,0,0,93,dvtjm.com,0,6,False,False,2012,07,week5,Sunday
7296,PERSONAL_PROJECTS,0,0,12,hotmail.com,0,0,False,uninvited,2014,02,week3,Tuesday
7297,GUEST_INVITE,0,0,0,gmail.com,0,1,False,True,2014,02,week4,Saturday
7298,SIGNUP,0,0,143,ezmko.com,0,1,False,uninvited,2012,06,week4,Tuesday
7299,GUEST_INVITE,1,0,349,stsgd.com,0,1,False,False,2014,01,week3,Tuesday
7300,SIGNUP_GOOGLE_AUTH,1,0,369,gmail.com,0,8,True,uninvited,2014,03,week3,Monday
7301,SIGNUP_GOOGLE_AUTH,1,1,241,gmail.com,0,1,False,uninvited,2013,07,week2,Wednesday
7302,PERSONAL_PROJECTS,1,0,175,gmail.com,0,0,False,uninvited,2012,12,week1,Tuesday
7303,SIGNUP,0,0,280,cuvox.de,0,1,False,uninvited,2013,01,week2,Monday
7304,SIGNUP_GOOGLE_AUTH,1,0,120,gmail.com,0,1,False,uninvited,2013,07,week4,Monday
7305,PERSONAL_PROJECTS,0,0,25,gustr.com,0,0,False,uninvited,2014,05,week2,Wednesday
7306,ORG_INVITE,1,0,91,gmail.com,0,0,False,False,2013,10,week5,Wednesday
7307,SIGNUP_GOOGLE_AUTH,0,0,113,gmail.com,0,1,False,uninvited,2014,03,week2,Sunday
7308,PERSONAL_PROJECTS,0,0,80,yahoo.com,0,1,False,uninvited,2012,10,week4,Monday
7309,SIGNUP,0,0,17,yahoo.com,0,3,False,uninvited,2013,09,week3,Tuesday
7310,ORG_INVITE,0,0,201,gjchh.com,0,1,False,True,2013,01,week5,Thursday
7311,GUEST_INVITE,1,0,5,jourrapide.com,0,0,False,False,2012,08,week5,Friday
7312,SIGNUP,0,0,150,yahoo.com,0,1,False,uninvited,2014,05,week3,Monday
7313,SIGNUP,0,0,93,gustr.com,0,1,False,uninvited,2013,06,week4,Wednesday
7314,SIGNUP,0,0,1,gmail.com,0,1,False,uninvited,2013,09,week1,Saturday
7315,PERSONAL_PROJECTS,1,0,1,gmail.com,0,1,False,uninvited,2012,12,week3,Monday
7316,PERSONAL_PROJECTS,0,0,334,eelqy.com,0,0,False,uninvited,2012,12,week4,Friday
7317,ORG_INVITE,0,0,3,yahoo.com,0,1,False,False,2014,03,week1,Friday
7318,SIGNUP,1,1,6,yahoo.com,1,1,False,uninvited,2014,05,week3,Monday
7319,ORG_INVITE,1,0,71,cuvox.de,0,1,False,False,2014,05,week1,Monday
7320,ORG_INVITE,0,0,192,yahoo.com,0,0,False,False,2013,04,week2,Saturday
7321,PERSONAL_PROJECTS,0,0,41,wteoj.com,0,0,False,uninvited,2012,08,week1,Wednesday
7322,SIGNUP,0,0,90,yahoo.com,0,10,True,uninvited,2014,03,week5,Saturday
7323,SIGNUP,0,0,249,hotmail.com,0,1,False,uninvited,2012,09,week4,Thursday
7324,PERSONAL_PROJECTS,0,0,0,yahoo.com,0,1,False,uninvited,2012,12,week1,Sunday
7325,SIGNUP_GOOGLE_AUTH,1,0,23,gmail.com,0,1,False,uninvited,2014,05,week4,Monday
7326,SIGNUP_GOOGLE_AUTH,0,0,201,gmail.com,0,6,True,uninvited,2014,01,week4,Sunday
7327,GUEST_INVITE,0,0,181,gmail.com,0,1,False,False,2013,07,week3,Tuesday
7328,ORG_INVITE,1,0,33,gmail.com,0,1,False,False,2013,09,week3,Tuesday
7329,PERSONAL_PROJECTS,0,0,276,yahoo.com,0,0,False,uninvited,2013,12,week4,Saturday
7330,ORG_INVITE,0,0,29,gustr.com,0,2,False,False,2013,12,week3,Friday
7331,PERSONAL_PROJECTS,0,0,13,gustr.com,0,0,False,uninvited,2014,05,week1,Tuesday
7332,SIGNUP_GOOGLE_AUTH,0,0,216,gmail.com,0,1,False,uninvited,2013,10,week1,Thursday
7333,SIGNUP,0,0,129,gmail.com,0,0,False,uninvited,2012,12,week1,Sunday
7334,SIGNUP,0,0,79,cxlhf.com,0,1,False,uninvited,2013,12,week4,Saturday
7335,ORG_INVITE,0,0,17,gmail.com,0,0,False,False,2012,08,week3,Wednesday
7336,SIGNUP_GOOGLE_AUTH,0,0,289,gmail.com,0,1,False,uninvited,2013,09,week1,Sunday
7337,SIGNUP,0,0,85,cuvox.de,0,1,False,uninvited,2012,09,week4,Sunday
7338,GUEST_INVITE,1,1,332,yahoo.com,0,0,False,False,2013,01,week2,Monday
7339,ORG_INVITE,0,0,343,hotmail.com,0,0,False,False,2012,06,week4,Friday
7340,ORG_INVITE,0,0,308,ghtwe.com,1,1,False,True,2014,02,week3,Wednesday
7341,SIGNUP,0,0,395,rosyq.com,0,8,False,uninvited,2013,02,week3,Friday
7342,PERSONAL_PROJECTS,0,0,269,cuvox.de,0,0,False,uninvited,2013,07,week4,Thursday
7343,ORG_INVITE,0,0,172,gustr.com,0,1,False,False,2013,01,week5,Tuesday
7344,PERSONAL_PROJECTS,1,0,91,jourrapide.com,0,1,False,uninvited,2012,07,week4,Tuesday
7345,GUEST_INVITE,0,0,2,yahoo.com,0,1,False,False,2012,12,week3,Saturday
7346,ORG_INVITE,0,0,195,gmail.com,0,1,False,True,2014,01,week1,Sunday
7347,GUEST_INVITE,0,0,6,jourrapide.com,0,1,False,False,2012,09,week1,Friday
7348,ORG_INVITE,0,0,375,mkqac.com,0,5,False,False,2014,04,week3,Sunday
7349,ORG_INVITE,0,1,59,jourrapide.com,0,0,False,False,2013,05,week3,Monday
7350,GUEST_INVITE,0,0,333,gustr.com,0,19,True,False,2012,07,week4,Saturday
7351,SIGNUP_GOOGLE_AUTH,1,0,294,gmail.com,0,1,False,uninvited,2014,05,week1,Wednesday
7352,SIGNUP,0,0,318,gustr.com,0,1,False,uninvited,2013,03,week4,Wednesday
7353,ORG_INVITE,0,0,40,yahoo.com,1,0,False,False,2014,03,week2,Friday
7354,SIGNUP_GOOGLE_AUTH,0,0,346,gmail.com,0,1,False,uninvited,2014,05,week4,Saturday
7355,ORG_INVITE,0,0,64,gustr.com,0,1,False,True,2014,03,week3,Sunday
7356,ORG_INVITE,1,1,5,yahoo.com,0,0,False,False,2013,09,week4,Wednesday
7357,PERSONAL_PROJECTS,0,0,345,gmail.com,0,0,False,uninvited,2012,06,week1,Sunday
7358,ORG_INVITE,0,0,200,xsuur.com,0,1,False,False,2013,10,week5,Wednesday
7359,ORG_INVITE,1,1,25,yahoo.com,0,0,False,False,2012,10,week2,Monday
7360,ORG_INVITE,1,0,168,gustr.com,0,1,False,False,2013,10,week3,Monday
7361,ORG_INVITE,0,0,40,hotmail.com,0,5,True,False,2014,02,week2,Tuesday
7362,ORG_INVITE,1,1,94,yahoo.com,0,1,False,True,2013,04,week2,Saturday
7363,SIGNUP,0,0,156,jourrapide.com,0,1,False,uninvited,2014,01,week3,Sunday
7364,ORG_INVITE,1,0,194,owtfq.com,0,1,False,False,2013,11,week2,Friday
7365,ORG_INVITE,1,0,162,gustr.com,0,1,False,False,2012,09,week3,Friday
7366,GUEST_INVITE,0,0,305,cuvox.de,0,0,False,True,2013,03,week2,Thursday
7367,SIGNUP_GOOGLE_AUTH,0,0,282,gmail.com,0,1,False,uninvited,2014,03,week3,Tuesday
7368,SIGNUP,0,0,25,gustr.com,0,1,False,uninvited,2014,01,week1,Monday
7369,PERSONAL_PROJECTS,1,1,59,bztur.com,0,1,False,uninvited,2014,05,week2,Monday
7370,GUEST_INVITE,0,0,0,vhugu.com,0,1,False,False,2013,12,week2,Tuesday
7371,ORG_INVITE,0,0,43,yahoo.com,0,0,False,False,2012,10,week1,Saturday
7372,ORG_INVITE,0,0,269,yahoo.com,0,1,False,False,2014,05,week2,Tuesday
7373,ORG_INVITE,0,0,120,gmail.com,0,0,False,False,2013,12,week5,Monday
7374,SIGNUP_GOOGLE_AUTH,0,0,99,gmail.com,0,422,True,uninvited,2012,07,week1,Friday
7375,ORG_INVITE,1,0,10,yahoo.com,0,1,False,False,2013,02,week4,Sunday
7376,ORG_INVITE,0,0,2,cuvox.de,0,1,False,False,2012,08,week5,Friday
7377,GUEST_INVITE,0,0,6,mzmne.com,0,18,True,True,2013,12,week3,Friday
7378,GUEST_INVITE,1,0,35,cuvox.de,0,0,False,False,2013,11,week3,Saturday
7379,SIGNUP,1,0,281,yahoo.com,0,60,True,uninvited,2013,11,week4,Monday
7380,ORG_INVITE,0,0,0,gmail.com,0,1,False,True,2013,06,week4,Saturday
7381,GUEST_INVITE,1,1,12,yahoo.com,0,1,False,False,2014,04,week4,Tuesday
7382,ORG_INVITE,0,0,343,cuvox.de,0,1,False,True,2014,04,week3,Saturday
7383,GUEST_INVITE,0,0,380,cuvox.de,0,5,True,True,2013,09,week1,Friday
7384,SIGNUP_GOOGLE_AUTH,0,0,1,gmail.com,0,4,False,uninvited,2014,03,week5,Monday
7385,SIGNUP,0,0,13,jourrapide.com,1,106,True,uninvited,2013,10,week2,Sunday
7386,SIGNUP,0,0,261,yahoo.com,0,1,False,uninvited,2013,04,week1,Monday
7387,PERSONAL_PROJECTS,0,0,65,yahoo.com,0,1,False,uninvited,2012,11,week1,Wednesday
7388,GUEST_INVITE,1,0,40,gmail.com,0,0,False,False,2012,08,week2,Friday
7389,GUEST_INVITE,0,1,50,yahoo.com,0,0,False,False,2012,09,week3,Saturday
7390,PERSONAL_PROJECTS,0,0,220,gmail.com,0,1,False,uninvited,2013,02,week1,Monday
7391,SIGNUP_GOOGLE_AUTH,0,0,112,gmail.com,0,1,False,uninvited,2012,10,week1,Wednesday
7392,ORG_INVITE,1,0,234,cuvox.de,0,1,False,False,2012,07,week1,Thursday
7393,PERSONAL_PROJECTS,1,1,173,gustr.com,0,0,False,uninvited,2014,03,week2,Friday
7394,ORG_INVITE,1,0,240,gmail.com,0,2,False,False,2014,05,week3,Monday
7395,PERSONAL_PROJECTS,1,0,22,gustr.com,0,0,False,uninvited,2012,11,week5,Friday
7396,GUEST_INVITE,0,0,159,jourrapide.com,0,0,False,True,2014,02,week2,Tuesday
7397,ORG_INVITE,1,1,280,yahoo.com,0,92,True,False,2013,06,week1,Wednesday
7398,SIGNUP,0,0,339,cuvox.de,0,10,True,uninvited,2014,01,week3,Thursday
7399,SIGNUP,0,0,259,gmail.com,0,1,False,uninvited,2013,12,week2,Tuesday
7400,GUEST_INVITE,0,0,70,cuvox.de,0,195,True,False,2013,01,week1,Friday
7401,GUEST_INVITE,0,0,1,fnbpv.com,0,1,False,False,2014,03,week5,Saturday
7402,PERSONAL_PROJECTS,0,0,173,gmail.com,0,9,True,uninvited,2014,03,week5,Monday
7403,GUEST_INVITE,1,0,89,gustr.com,0,1,False,True,2014,05,week1,Saturday
7404,ORG_INVITE,0,1,24,cuvox.de,0,122,True,False,2013,02,week2,Monday
7405,ORG_INVITE,0,1,396,gmail.com,0,4,False,False,2014,03,week1,Saturday
7406,PERSONAL_PROJECTS,0,0,10,jnkly.com,0,0,False,uninvited,2012,08,week2,Sunday
7407,GUEST_INVITE,0,0,0,gustr.com,0,1,False,False,2012,11,week4,Monday
7408,ORG_INVITE,0,0,303,cuvox.de,0,58,True,True,2013,10,week2,Saturday
7409,ORG_INVITE,0,1,43,yahoo.com,0,1,False,False,2012,07,week4,Tuesday
7410,SIGNUP_GOOGLE_AUTH,0,0,19,gmail.com,1,12,True,uninvited,2013,03,week2,Thursday
7411,GUEST_INVITE,0,0,103,jourrapide.com,0,1,False,False,2014,05,week3,Monday
7412,SIGNUP,0,0,68,hotmail.com,0,1,False,uninvited,2012,09,week3,Tuesday
7413,ORG_INVITE,0,0,401,yahoo.com,0,1,False,False,2012,10,week4,Thursday
7414,GUEST_INVITE,0,0,0,gmail.com,0,1,False,False,2014,05,week1,Wednesday
7415,PERSONAL_PROJECTS,1,0,232,cuvox.de,0,0,False,uninvited,2013,07,week2,Wednesday
7416,GUEST_INVITE,0,0,21,gmail.com,0,1,False,False,2014,04,week1,Friday
7417,SIGNUP,0,0,114,jourrapide.com,0,1,False,uninvited,2014,01,week1,Sunday
7418,GUEST_INVITE,0,0,97,gmail.com,0,0,False,False,2014,05,week5,Friday
7419,PERSONAL_PROJECTS,1,1,4,yahoo.com,0,0,False,uninvited,2014,02,week2,Friday
7420,ORG_INVITE,0,0,208,gmail.com,0,1,False,False,2012,08,week4,Friday
7421,PERSONAL_PROJECTS,1,1,0,yahoo.com,0,1,False,uninvited,2013,11,week2,Sunday
7422,ORG_INVITE,0,0,357,gustr.com,0,1,False,True,2014,05,week2,Wednesday
7423,ORG_INVITE,0,0,43,hotmail.com,0,2,False,False,2014,02,week4,Thursday
7424,PERSONAL_PROJECTS,0,0,37,hotmail.com,0,0,False,uninvited,2013,02,week1,Tuesday
7425,ORG_INVITE,0,0,298,gustr.com,0,1,False,True,2013,05,week1,Sunday
7426,SIGNUP,0,0,3,jourrapide.com,0,1,False,uninvited,2014,01,week1,Friday
7427,ORG_INVITE,0,0,13,yahoo.com,0,1,False,True,2014,05,week2,Friday
7428,SIGNUP_GOOGLE_AUTH,0,0,1,gmail.com,0,1,False,uninvited,2012,08,week1,Wednesday
7429,ORG_INVITE,1,1,13,hotmail.com,0,0,False,True,2012,11,week1,Wednesday
7430,SIGNUP_GOOGLE_AUTH,0,0,35,gmail.com,0,406,True,uninvited,2012,09,week4,Monday
7431,ORG_INVITE,0,0,119,jyspz.com,0,1,False,True,2014,05,week4,Friday
7432,ORG_INVITE,0,0,92,yahoo.com,0,1,False,False,2014,03,week5,Saturday
7433,SIGNUP_GOOGLE_AUTH,0,0,46,gmail.com,0,1,False,uninvited,2014,04,week2,Saturday
7434,SIGNUP,0,0,379,gmail.com,0,1,False,uninvited,2014,03,week1,Thursday
7435,ORG_INVITE,0,0,3,yahoo.com,0,162,True,False,2013,05,week2,Saturday
7436,SIGNUP_GOOGLE_AUTH,0,0,248,gmail.com,0,3,False,uninvited,2012,07,week1,Thursday
7437,ORG_INVITE,0,0,132,hotmail.com,1,2,False,True,2013,08,week2,Friday
7438,SIGNUP,0,1,6,hotmail.com,0,1,False,uninvited,2013,07,week4,Sunday
7439,ORG_INVITE,0,0,0,gmail.com,0,0,False,True,2013,03,week4,Tuesday
7440,GUEST_INVITE,1,0,104,tdife.com,0,13,True,False,2014,04,week3,Tuesday
7441,PERSONAL_PROJECTS,1,1,319,yahoo.com,0,0,False,uninvited,2012,10,week5,Wednesday
7442,ORG_INVITE,0,0,366,gmail.com,0,95,True,False,2013,10,week5,Thursday
7443,ORG_INVITE,0,0,189,jourrapide.com,0,1,False,True,2013,06,week2,Monday
7444,ORG_INVITE,0,1,68,gmail.com,0,0,False,False,2013,04,week3,Friday
7445,SIGNUP,1,0,163,cuvox.de,0,1,False,uninvited,2014,05,week5,Friday
7446,ORG_INVITE,0,0,147,gmail.com,0,1,False,False,2013,10,week4,Friday
7447,ORG_INVITE,0,0,42,yahoo.com,0,0,False,True,2012,12,week3,Tuesday
7448,GUEST_INVITE,0,0,12,fulwb.com,0,77,True,False,2013,08,week2,Friday
7449,SIGNUP,1,0,311,yahoo.com,0,64,True,uninvited,2013,03,week4,Monday
7450,PERSONAL_PROJECTS,0,1,296,gmail.com,0,0,False,uninvited,2013,09,week2,Saturday
7451,ORG_INVITE,0,0,238,tgaim.com,1,1,False,False,2013,12,week4,Monday
7452,ORG_INVITE,0,0,311,yahoo.com,0,1,False,False,2014,01,week2,Sunday
7453,ORG_INVITE,0,0,247,rilif.com,0,0,False,False,2013,01,week3,Saturday
7454,ORG_INVITE,0,0,373,gmail.com,0,0,False,False,2013,07,week2,Saturday
7455,PERSONAL_PROJECTS,0,0,49,gmail.com,0,0,False,uninvited,2014,04,week3,Friday
7456,PERSONAL_PROJECTS,0,0,146,gmail.com,0,0,False,uninvited,2013,01,week2,Thursday
7457,SIGNUP_GOOGLE_AUTH,0,0,356,gmail.com,0,1,False,uninvited,2014,03,week1,Tuesday
7458,GUEST_INVITE,1,1,201,dariq.com,0,0,False,False,2014,05,week1,Wednesday
7459,SIGNUP,0,0,372,yahoo.com,0,1,False,uninvited,2013,10,week4,Thursday
7460,SIGNUP,0,0,9,cuvox.de,0,1,False,uninvited,2013,01,week5,Tuesday
7461,ORG_INVITE,0,0,280,hotmail.com,0,1,False,False,2012,08,week2,Wednesday
7462,PERSONAL_PROJECTS,0,0,75,yahoo.com,0,1,False,uninvited,2014,02,week3,Friday
7463,ORG_INVITE,0,0,20,yahoo.com,0,0,False,False,2013,02,week3,Friday
7464,ORG_INVITE,0,0,140,yahoo.com,0,1,False,False,2013,01,week4,Thursday
7465,ORG_INVITE,0,0,356,gmail.com,0,1,False,False,2013,10,week5,Wednesday
7466,PERSONAL_PROJECTS,0,0,76,gustr.com,0,0,False,uninvited,2012,09,week3,Friday
7467,ORG_INVITE,0,0,4,gustr.com,0,1,False,False,2013,02,week1,Thursday
7468,ORG_INVITE,0,0,4,gustr.com,0,1,False,False,2013,07,week3,Sunday
7469,GUEST_INVITE,0,0,64,cuvox.de,0,0,False,False,2013,01,week4,Wednesday
7470,ORG_INVITE,0,0,75,gmail.com,0,1,False,False,2014,04,week4,Thursday
7471,PERSONAL_PROJECTS,1,1,258,yahoo.com,0,0,False,uninvited,2013,06,week1,Tuesday
7472,SIGNUP,0,1,0,yahoo.com,0,1,False,uninvited,2014,01,week4,Friday
7473,GUEST_INVITE,1,0,226,cuvox.de,0,0,False,False,2014,04,week3,Tuesday
7474,SIGNUP,0,0,198,cuvox.de,0,13,True,uninvited,2014,03,week1,Saturday
7475,SIGNUP_GOOGLE_AUTH,1,0,11,gmail.com,0,1,False,uninvited,2014,03,week4,Monday
7476,ORG_INVITE,0,0,0,yahoo.com,0,0,False,False,2012,08,week3,Friday
7477,SIGNUP_GOOGLE_AUTH,0,0,28,gmail.com,0,1,False,uninvited,2013,10,week1,Sunday
7478,ORG_INVITE,0,0,179,jourrapide.com,0,1,False,False,2012,07,week2,Tuesday
7479,SIGNUP,0,0,327,mndbu.com,0,4,False,uninvited,2014,03,week3,Saturday
7480,GUEST_INVITE,0,0,369,cylik.com,0,1,False,False,2014,05,week4,Wednesday
7481,ORG_INVITE,1,1,19,gustr.com,0,1,False,False,2013,05,week4,Saturday
7482,SIGNUP_GOOGLE_AUTH,1,0,177,gmail.com,0,1,False,uninvited,2014,02,week2,Tuesday
7483,ORG_INVITE,1,0,69,gustr.com,0,1,False,False,2014,05,week2,Wednesday
7484,GUEST_INVITE,0,0,179,jourrapide.com,0,0,False,False,2013,06,week4,Monday
7485,ORG_INVITE,0,1,214,eryuz.com,0,1,False,False,2013,10,week4,Thursday
7486,SIGNUP_GOOGLE_AUTH,0,0,376,gmail.com,0,1,False,uninvited,2013,03,week2,Monday
7487,SIGNUP_GOOGLE_AUTH,1,1,59,gmail.com,0,1,False,uninvited,2013,03,week3,Tuesday
7488,ORG_INVITE,1,1,402,gmail.com,0,0,False,False,2014,05,week2,Saturday
7489,PERSONAL_PROJECTS,0,0,214,gustr.com,0,0,False,uninvited,2014,04,week2,Sunday
7490,GUEST_INVITE,0,0,95,hotmail.com,0,2,False,True,2013,01,week3,Monday
7491,PERSONAL_PROJECTS,0,0,38,jourrapide.com,0,1,False,uninvited,2013,09,week4,Thursday
7492,PERSONAL_PROJECTS,0,0,133,jourrapide.com,0,17,True,uninvited,2012,08,week5,Thursday
7493,SIGNUP_GOOGLE_AUTH,0,0,120,gmail.com,0,1,False,uninvited,2013,12,week5,Monday
7494,PERSONAL_PROJECTS,0,0,22,yahoo.com,0,1,False,uninvited,2014,05,week2,Wednesday
7495,SIGNUP,0,0,206,yahoo.com,0,1,False,uninvited,2013,12,week2,Wednesday
7496,GUEST_INVITE,0,0,0,hotmail.com,0,0,False,False,2013,02,week3,Wednesday
7497,ORG_INVITE,0,0,366,gmail.com,0,3,False,False,2012,11,week2,Sunday
7498,SIGNUP,0,0,23,yahoo.com,0,1,False,uninvited,2013,07,week2,Tuesday
7499,SIGNUP_GOOGLE_AUTH,0,0,250,gmail.com,0,1,False,uninvited,2012,12,week1,Friday
7500,SIGNUP,0,0,226,yahoo.com,0,0,False,uninvited,2013,09,week3,Sunday
7501,GUEST_INVITE,0,0,236,gmail.com,0,1,False,False,2013,01,week3,Tuesday
7502,ORG_INVITE,0,0,204,yahoo.com,0,5,False,False,2013,12,week3,Tuesday
7503,ORG_INVITE,0,1,110,yahoo.com,0,1,False,False,2014,02,week1,Sunday
7504,ORG_INVITE,0,0,14,cuvox.de,0,0,False,False,2013,06,week3,Tuesday
7505,GUEST_INVITE,0,0,0,fkheb.com,0,0,False,False,2013,10,week2,Thursday
7506,ORG_INVITE,0,0,50,cuvox.de,0,1,False,False,2013,10,week2,Wednesday
7507,PERSONAL_PROJECTS,1,0,66,tzpyd.com,0,0,False,uninvited,2013,12,week1,Sunday
7508,SIGNUP,0,0,72,cuvox.de,0,1,False,uninvited,2013,09,week4,Saturday
7509,PERSONAL_PROJECTS,0,0,75,gustr.com,0,0,False,uninvited,2012,06,week2,Friday
7510,ORG_INVITE,0,0,206,gmail.com,0,429,True,False,2012,09,week1,Wednesday
7511,ORG_INVITE,0,0,212,jourrapide.com,0,0,False,False,2014,05,week3,Friday
7512,ORG_INVITE,1,0,178,gustr.com,0,0,False,False,2013,04,week3,Saturday
7513,SIGNUP,1,1,279,dseth.com,1,1,False,uninvited,2014,03,week4,Friday
7514,ORG_INVITE,0,0,53,yahoo.com,0,0,False,True,2014,04,week3,Sunday
7515,PERSONAL_PROJECTS,0,0,51,yahoo.com,1,0,False,uninvited,2013,11,week3,Tuesday
7516,PERSONAL_PROJECTS,0,0,260,wnyex.com,1,0,False,uninvited,2013,07,week3,Monday
7517,SIGNUP_GOOGLE_AUTH,1,1,109,gmail.com,0,40,True,uninvited,2013,12,week1,Sunday
7518,GUEST_INVITE,0,0,374,hotmail.com,0,0,False,True,2013,10,week4,Sunday
7519,SIGNUP,0,0,10,hotmail.com,0,1,False,uninvited,2013,06,week3,Monday
7520,SIGNUP,0,0,62,gmail.com,0,1,False,uninvited,2014,05,week2,Sunday
7521,SIGNUP_GOOGLE_AUTH,0,0,145,gmail.com,0,1,False,uninvited,2014,01,week3,Monday
7522,ORG_INVITE,0,0,3,hotmail.com,0,1,False,False,2014,03,week1,Tuesday
7523,GUEST_INVITE,0,0,4,gmail.com,1,1,False,False,2013,01,week3,Monday
7524,ORG_INVITE,0,0,174,jourrapide.com,0,1,False,False,2014,04,week2,Friday
7525,PERSONAL_PROJECTS,0,0,0,yahoo.com,0,1,False,uninvited,2013,07,week4,Tuesday
7526,ORG_INVITE,0,0,119,jourrapide.com,0,1,False,True,2013,03,week2,Monday
7527,SIGNUP_GOOGLE_AUTH,0,0,28,gmail.com,0,1,False,uninvited,2013,08,week3,Monday
7528,ORG_INVITE,1,1,265,gustr.com,0,28,True,True,2012,06,week5,Friday
7529,ORG_INVITE,0,0,132,uasor.com,0,2,False,True,2014,04,week3,Monday
7530,SIGNUP_GOOGLE_AUTH,0,0,81,gmail.com,1,1,False,uninvited,2013,05,week4,Monday
7531,GUEST_INVITE,0,0,92,gmail.com,0,0,False,False,2014,03,week2,Friday
7532,GUEST_INVITE,1,0,87,hotmail.com,0,0,False,False,2012,07,week2,Tuesday
7533,SIGNUP,0,1,31,lyjyt.com,0,1,False,uninvited,2012,10,week3,Tuesday
7534,PERSONAL_PROJECTS,0,0,8,yahoo.com,0,0,False,uninvited,2013,12,week4,Monday
7535,GUEST_INVITE,0,0,163,jourrapide.com,0,487,True,True,2012,06,week3,Thursday
7536,ORG_INVITE,0,0,36,cuvox.de,0,0,False,False,2014,03,week1,Saturday
7537,SIGNUP,0,1,335,jourrapide.com,0,22,True,uninvited,2012,07,week1,Thursday
7538,ORG_INVITE,0,0,166,gustr.com,0,5,False,False,2013,05,week4,Wednesday
